ticker,etf,holdings_date,name_x,sector,asset_class,market_value,weight,notional_value,shares,cusip,isin,sedol,price,location,exchange,currency,fx_rate,maturity,name_y,employer_url
SFXEQ,IWV,2013-12-31,SFX ENTERTAINMENT INC,-,Equity,62832.0,1.161e-05,,5236.0,784178303,US7841783035,BDSTWS1,12.0,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
XCO RT,IWV,2013-12-31,EXCO RESOURCES RIGHTS EXPIRING JAN,-,Equity,6392.0,1.18e-06,,39950.0,269279139,US2692791393,BH6Y3X8,0.16,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TETAA,IWV,2013-12-31,TETON ADVISORS INC CLASS A,-,Equity,38.25,1e-08,,1.0,88165Y200,US88165Y2000,B40GKT4,38.25,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
PLKI,IWV,2014-01-31,POPEYES LOUISIANA KITCHEN INC,Consumer Discretionary,Equity,258083.0,4.945e-05,,6412.0,732872106,US7328721060,BJ4YHV0,40.25,United States,NASDAQ,USD,1.0,-,,
ELNK,IWV,2014-01-31,EARTHLINK HOLDINGS CORP,Technology,Equity,119857.78,2.297e-05,,27617.0,27033X101,US27033X1019,BHD6672,4.34,United States,NASDAQ,USD,1.0,-,,
CNVR,IWV,2014-02-28,CONVERSANT INC,Consumer Discretionary,Equity,410190.0,7.49e-05,,16500.0,21249J105,US21249J1051,BJSVLB5,24.86,United States,NASDAQ,USD,1.0,-,,
GSTCQ,IWV,2014-02-28,GASTAR EXPLORATION INC,Energy,Equity,94736.62,1.73e-05,,14849.0,36729W202,US36729W2026,BJFZZ29,6.38,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
GOOGL,IWV,2014-03-31,GOOGLE INC CLASS A,Technology,Equity,79455646.92,0.01428628,,71292.0,38259P508,US38259P5089,B020QX2,1114.51,United States,NASDAQ,USD,1.0,-,,
GMCR,IWV,2014-03-31,KEURIG GREEN MOUNTAIN INC,Consumer Staples,Equity,4169749.1,0.00074973,,39490.0,49271M100,US49271M1009,BKQVM44,105.59,United States,NASDAQ,USD,1.0,-,,
TW,IWV,2014-03-31,TOWERS WATSON,Producer Durables,Equity,1962686.45,0.00035289,,17209.0,891894107,US8918941076,B5VW407,114.05,United States,NASDAQ,USD,1.0,-,,
SPNV,IWV,2014-03-31,SUPERIOR ENERGY SVCS INC,Energy,Equity,1287582.84,0.00023151,,41859.0,868157108,US8681571084,2806109,30.76,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
OASPQ,IWV,2014-03-31,OASIS PETROLEUM INC,Energy,Equity,1116027.12,0.00020066,,26744.0,674215108,US6742151086,B64R5J2,41.73,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
UNTCQ,IWV,2014-03-31,UNIT CORP,Energy,Equity,841636.74,0.00015133,,12873.0,909218109,US9092181091,2925833,65.38,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
QLGC,IWV,2014-03-31,QLOGIC CORP.,Technology,Equity,292421.25,5.258e-05,,22935.0,747277101,US7472771010,2717320,12.75,United States,NASDAQ,USD,1.0,-,,
FREDQ,IWV,2014-03-31,FREDS INC CLASS A,Consumer Discretionary,Equity,175867.65,3.162e-05,,9765.0,356108100,US3561081007,2354385,18.01,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
CTRL,IWV,2014-03-31,CONTROL4 CORP,Producer Durables,Equity,65666.16,1.181e-05,,3096.0,21240D107,US21240D1072,BC163D4,21.21,United States,NASDAQ,USD,1.0,-,,
LDRH,IWV,2014-03-31,LDR HOLDING CORP,Health Care,Equity,62343.28,1.121e-05,,1816.0,50185U105,US50185U1051,BDSV890,34.33,United States,NASDAQ,USD,1.0,-,,
NTLS,IWV,2014-03-31,NTELOS HOLDINGS CORP,Utilities,Equity,52771.5,9.49e-06,,3909.0,67020Q305,US67020Q3056,B77D2B5,13.5,United States,NASDAQ,USD,1.0,-,,
MVNR,IWV,2014-03-31,MAVENIR SYSTEMS INC,Technology,Equity,2756.6,5e-07,,154.0,577675101,US5776751019,BFZNC24,17.9,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
GGQ7,IWV,2014-04-30,GOOGLE INC CLASS C,Technology,Equity,37212215.62,0.0067515,,70657.0,02079K107,US38259P7069,BL25KV0,526.66,United States,Deutsche Boerse Xetra,USD,1.0,-,,
X*,IWV,2014-04-30,US STEEL CORP,-,Equity,985273.32,0.00017876,,37866.0,912909108,US9129091081,B1Q76H0,26.02,United States,Bolsa Mexicana De Valores,USD,1.0,-,,
SALT,IWV,2014-04-30,SCORPIO BULKERS INC,Producer Durables,Equity,309383.6,5.613e-05,,34568.0,-,MHY7546A1064,BH65KD0,8.95,Monaco,New York Stock Exchange Inc.,USD,1.0,-,,
AUB,IWV,2014-04-30,ATLANTIC UNION BANKSHARES CORP,Financial Services,Equity,294233.82,5.338e-05,,11498.0,90539J109,US90539J1097,BLZHF07,25.59,United States,NASDAQ,USD,1.0,-,,
2NAB,IWV,2014-04-30,NORTH ATLANTIC DRILLING LTD,Energy,Equity,160531.8,2.913e-05,,18710.0,-,BMG6613P2022,BJT3FR4,8.58,Bermuda,Deutsche Boerse Xetra,USD,1.0,-,,
TLMR,IWV,2014-04-30,TALMER BANCORP INC CLASS A,Financial Services,Equity,75672.63,1.373e-05,,5643.0,87482X101,US87482X1019,B74TNW4,13.41,United States,NASDAQ,USD,1.0,-,,
LEAP,IWV,2014-04-30,LEAP WIRELESS INTERNATIONAL CVR,Utilities,Equity,35065.8,6.359999999999999e-06,,13915.0,521CNT998,US521CNT9989,BKWBYV9,2.52,United States,NASDAQ,USD,1.0,-,,
CSBK,IWV,2014-04-30,CLIFTON BANCORP INC,Financial Services,Equity,24802.6,4.5e-06,,2140.0,186873105,US1868731050,BLBWJ04,11.59,United States,NASDAQ,USD,1.0,-,,
NAVI,IWV,2014-05-30,NAVIENT CORP,Financial Services,Equity,1838930.4,0.00032658,,116388.0,63938C108,US63938C1080,BLP5GX1,15.8,United States,NASDAQ,USD,1.0,-,,
NADL,IWV,2014-05-30,NORTH ATLANTIC DRILLING LTD,Energy,Equity,196267.9,3.486e-05,,18710.0,-,BMG6613P2022,BJBZ8V3,10.49,Bermuda,New York Stock Exchange Inc.,USD,1.0,-,,
ENVE,IWV,2014-05-30,ENVENTIS CORP,Utilities,Equity,47973.92,8.52e-06,,3512.0,29402J101,US29402J1016,BMJ14M7,13.66,United States,NASDAQ,USD,1.0,-,,
FWLT,IWV,2014-06-30,FOSTER WHEELER AG,-,Equity,896688.33,0.00015475,,26319.0,-,CH0018666781,B4Y5TZ6,34.07,United States,NASDAQ,USD,1.0,-,,
TIME,IWV,2014-06-30,TIME INC,Consumer Discretionary,Equity,710614.8,0.0001226299999999,,29340.0,887228104,US8872281048,BMM2870,24.22,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NYRT,IWV,2014-06-30,NEW YORK REIT INC,-,Equity,514190.46,8.874e-05,,46491.0,64976L109,US64976L1098,BLRLR12,11.06,United States,New York Stock Exchange Inc.,USD,1.0,-,,
IMS,IWV,2014-06-30,IMS HEALTH HOLDINGS INC,-,Equity,506666.4,8.744e-05,,19730.0,44970B109,US44970B1098,BKY7XL8,25.68,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HCT,IWV,2014-06-30,AMERICAN REALTY CAPITAL HEALTHCARE,-,Equity,486630.54,8.397999999999999e-05,,44686.0,02917R108,US02917R1086,BLF7648,10.89,United States,NASDAQ,USD,1.0,-,,
AAMC,IWV,2014-06-30,ALTISOURCE ASSET MANAGEMENT CORP,-,Equity,268978.32,4.6420000000000006e-05,,372.0,02153X108,VI02153X1080,B7GYFQ5,723.06,Virgin Islands,Nyse Mkt Llc,USD,1.0,-,,
NM,IWV,2014-06-30,NAVIOS MARITIME INC,-,Equity,211943.16,3.658e-05,,20943.0,-,MHY621961033,B0JT2G7,10.12,Monaco,New York Stock Exchange Inc.,USD,1.0,-,,
1KX,IWV,2014-06-30,KOFAX LTD,-,Equity,168413.8,2.9060000000000003e-05,,19583.0,-,BMG5307C1055,BH4TKN4,8.6,United States,Deutsche Boerse Xetra,USD,1.0,-,,
DHT,IWV,2014-06-30,DHT HOLDINGS INC,Producer Durables,Equity,131918.4,2.277e-05,,18322.0,-,MHY2065G1219,B7JB336,7.2,Bermuda,New York Stock Exchange Inc.,USD,1.0,-,,
SB,IWV,2014-06-30,SAFE BULKERS INC,-,Equity,100235.2,1.73e-05,,10270.0,-,MHY7388L1039,B39GTS0,9.76,Monaco,New York Stock Exchange Inc.,USD,1.0,-,,
CTRE,IWV,2014-06-30,CARETRUST REIT INC,Financial Services,Equity,92367.0,1.594e-05,,4665.0,14174T107,US14174T1079,BMP8TL6,19.8,United States,NASDAQ,USD,1.0,-,,
REI,IWV,2014-06-30,RING ENERGY INC,-,Equity,85766.75,1.48e-05,,4915.0,76680V108,US76680V1089,B1TGYD6,17.45,United States,Nyse Mkt Llc,USD,1.0,-,,
NNA,IWV,2014-06-30,NAVIOS MARITIME ACQUISITION CORP,-,Equity,80518.13,1.39e-05,,21703.0,-,MHY621591012,B3BF2X1,3.71,Monaco,New York Stock Exchange Inc.,USD,1.0,-,,
E1OA,IWV,2014-06-30,EROS STX GLOBAL CORP CLASS A,-,Equity,78413.73,1.353e-05,,5169.0,-,IM00B86NL059,BGLPC43,15.17,United States,Deutsche Boerse Xetra,USD,1.0,-,,
SGBK,IWV,2014-06-30,STONEGATE BANK,-,Equity,66200.4,1.142e-05,,2627.0,861811107,US8618111079,B083S51,25.2,United States,NASDAQ,USD,1.0,-,,
ASC,IWV,2014-06-30,ARDMORE SHIPPING CORP,-,Equity,65886.12,1.137e-05,,4764.0,-,MHY0207T1001,BCGCR57,13.83,Bermuda,New York Stock Exchange Inc.,USD,1.0,-,,
GALT,IWV,2014-06-30,GALECTIN THERAPEUTICS INC,Health Care,Equity,65666.55,1.1329999999999998e-05,,4755.0,363225202,US3632252025,B7ZN8B9,13.81,United States,NASDAQ,USD,1.0,-,,
NWBO,IWV,2014-06-30,NORTHWEST BIOTHERAPEUTICS INC,Health Care,Equity,62933.09,1.086e-05,,9379.0,66737P600,US66737P6007,B7HZCX3,6.71,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
TREC,IWV,2014-06-30,TRECORA RESOURCES,Energy,Equity,61887.68,1.068e-05,,5227.0,894648104,US8946481046,BMW3X78,11.84,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CORR,IWV,2014-06-30,CORENERGY INFRASTRUCTURE TRUST REI,-,Equity,61873.5,1.068e-05,,8350.0,21870U205,US21870U2050,B9B9FJ2,7.41,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CYTR,IWV,2014-06-30,CYTRX CORP,Health Care,Equity,61537.96,1.062e-05,,14722.0,232828509,US2328285091,B88VYK8,4.18,United States,NASDAQ,USD,1.0,-,,
BPTH,IWV,2014-06-30,BIO PATH HOLDINGS INC,-,Equity,59075.45,1.019e-05,,19369.0,09057N102,US09057N1028,B0PZN77,3.05,United States,NASDAQ,USD,1.0,-,,
ORM,IWV,2014-06-30,OWENS REALTY MORTGAGE REIT INC,-,Equity,55276.9,9.54e-06,,2842.0,690828108,US6908281081,BBVS7K8,19.45,United States,Nyse Mkt Llc,USD,1.0,-,,
SGM,IWV,2014-06-30,STONEGATE MORTGAGE CORP,Financial Services,Equity,52633.35,9.08e-06,,3773.0,86181Q300,US86181Q3002,BFD3NB2,13.95,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AMZGQ,IWV,2014-06-30,AMERICAN EAGLE ENERGY CORP,-,Equity,48087.72,8.3e-06,,8028.0,02554F300,US02554F3001,BKRCZP8,5.99,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
ASPX,IWV,2014-06-30,AUSPEX PHARMACEUTICALS INC,Health Care,Equity,47368.29,8.17e-06,,2127.0,05211J102,US05211J1025,BJ7C0R8,22.27,United States,NASDAQ,USD,1.0,-,,
CSCD,IWV,2014-06-30,CASCADE MICROTECH INC,Technology,Equity,46075.18,7.95e-06,,3373.0,147322101,US1473221018,B04LZ92,13.66,United States,NASDAQ,USD,1.0,-,,
XNCR,IWV,2014-06-30,XENCOR INC,Health Care,Equity,44934.54,7.75e-06,,3867.0,98401F105,US98401F1057,BGCYWN8,11.62,United States,NASDAQ,USD,1.0,-,,
NNVC,IWV,2014-06-30,NANOVIRICIDES INC,-,Equity,44440.2,7.67e-06,,10581.0,630087203,US6300872032,BDGTFN9,4.2,United States,Nyse Mkt Llc,USD,1.0,-,,
0DA,IWV,2014-06-30,DORIAN LPG LTD,-,Equity,44416.68,7.67e-06,,1932.0,-,MHY2106R1100,BMN94Q1,22.99,United States,Boerse Berlin,USD,1.0,-,,
VTSS,IWV,2014-06-30,VITESSE SEMICONDUCTOR INC,Technology,Equity,43859.85,7.569999999999999e-06,,12713.0,928497304,US9284973040,2932361,3.45,United States,NASDAQ,USD,1.0,-,,
CTT,IWV,2014-06-30,CATCHMARK TIMBER TRUST INC CLASS A,Financial Services,Equity,43634.64,7.53e-06,,3192.0,14912Y202,US14912Y2028,BH667R6,13.67,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CLBS,IWV,2014-06-30,CALADRIUS BIOSCIENCES INC,-,Equity,40723.92,7.03e-06,,6246.0,640650404,US6406504042,BCBJ6C3,6.52,United States,NASDAQ,USD,1.0,-,,
SNOW,IWV,2014-06-30,INTRAWEST RESORTS HOLDINGS INC,Consumer Discretionary,Equity,40648.62,7.01e-06,,3547.0,46090K109,US46090K1097,BJ7B473,11.46,United States,New York Stock Exchange Inc.,USD,1.0,-,,
OPB,IWV,2014-06-30,OPUS BANK,-,Equity,39318.18,6.79e-06,,1353.0,-,US6840001027,BLNMST4,29.06,United States,NASDAQ,USD,1.0,-,,
OPWR,IWV,2014-06-30,OPOWER INC,-,Equity,38642.5,6.67e-06,,2050.0,68375Y109,US68375Y1091,BKY7XN0,18.85,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ATNM,IWV,2014-06-30,ACTINIUM PHARMACEUTICALS INC,-,Equity,37746.16,6.51e-06,,5228.0,00507W107,US00507W1071,B8YYZ19,7.22,United States,Nyse Mkt Llc,USD,1.0,-,,
ICEL,IWV,2014-06-30,CELLULAR DYNAMICS INTERNATIONAL IN,Health Care,Equity,37357.48,6.449999999999999e-06,,2564.0,15117V109,US15117V1098,BC9ZTM4,14.57,United States,NASDAQ,USD,1.0,-,,
TSRE,IWV,2014-06-30,TRADE STREET RESIDENTIAL REIT INC,Financial Services,Equity,36701.0,6.33e-06,,4900.0,89255N203,US89255N2036,B95FS64,7.49,United States,NASDAQ,USD,1.0,-,,
GLRI,IWV,2014-06-30,GLORI ENERGY INC,-,Equity,34925.76,6.03e-06,,3216.0,379606106,US3796061063,BLRLVC1,10.86,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
XXII,IWV,2014-06-30,CENTURY GROUP  INC,-,Equity,33306.43,5.75e-06,,10849.0,90137F103,US90137F1030,B1FH4T9,3.07,United States,Nyse Mkt Llc,USD,1.0,-,,
LBMH,IWV,2014-06-30,LIBERATOR MEDICAL HOLDINGS INC,-,Equity,31173.75,5.379999999999999e-06,,8313.0,53012L108,US53012L1089,B0L4M93,3.75,United States,Nyse Mkt Llc,USD,1.0,-,,
TRIV,IWV,2014-06-30,TRIVASCULAR TECHNOLOGIES INC,-,Equity,30532.77,5.27e-06,,1961.0,-,US89685A1025,BLG38V6,15.57,United States,NASDAQ,USD,1.0,-,,
JS1,IWV,2014-06-30,SQUARE  FINANCIAL INC CLASS A,-,Equity,29997.78,5.18e-06,,1578.0,-,US85223W1018,BL25VH3,19.01,United States,Deutsche Boerse Xetra,USD,1.0,-,,
NYNY,IWV,2014-06-30,EMPIRE RESORTS INC,Consumer Discretionary,Equity,28511.12,4.92e-06,,3982.0,292052206,US2920522065,B7FBF12,7.16,United States,NASDAQ,USD,1.0,-,,
NCFT,IWV,2014-06-30,NORCRAFT COMPANIES INC,Consumer Discretionary,Equity,28090.53,4.85e-06,,1963.0,65557Y105,US65557Y1055,BG3FZX1,14.31,United States,New York Stock Exchange Inc.,USD,1.0,-,,
RGDO,IWV,2014-06-30,REGADO BIOSCIENCES INC,-,Equity,27689.62,4.78e-06,,4078.0,75874Q107,US75874Q1076,BBCRDY0,6.79,United States,NASDAQ,USD,1.0,-,,
BRDR,IWV,2014-06-30,BORDERFREE INC,-,Equity,26130.89,4.51e-06,,1577.0,09970L100,US09970L1008,BKRCN65,16.57,United States,NASDAQ,USD,1.0,-,,
CARA,IWV,2014-06-30,CARA THERAPEUTICS INC,Health Care,Equity,24202.44,4.180000000000001e-06,,1422.0,140755109,US1407551092,BJ4YJ92,17.02,United States,NASDAQ,USD,1.0,-,,
RCAPQ,IWV,2014-06-30,RCS CAPITAL CORP,Financial Services,Equity,23161.93,4e-06,,1091.0,74937W102,US74937W1027,BB2CZJ4,21.23,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
TIPT,IWV,2014-06-30,TIPTREE INC,-,Equity,17991.6,3.1e-06,,2068.0,88822Q103,US88822Q1031,BC30V41,8.7,United States,NASDAQ,USD,1.0,-,,
QRHC,IWV,2014-06-30,QUEST RESOURCE HOLDING CORP,-,Equity,17516.02,3.0200000000000003e-06,,3362.0,74836W104,US74836W1045,BG10390,5.21,United States,NASDAQ,USD,1.0,-,,
ARCW,IWV,2014-06-30,ARC GROUP WORLDWIDE INC,-,Equity,12312.0,2.12e-06,,810.0,00213H105,US00213H1059,B7XQ4N4,15.2,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
COVS,IWV,2014-06-30,COVISINT CORP,Technology,Equity,9603.36,1.66e-06,,1976.0,22357R103,US22357R1032,BDV0KZ4,4.86,United States,NASDAQ,USD,1.0,-,,
NRF,IWV,2014-07-31,NORTHSTAR REALTY FINANCE REIT CORP,Financial Services,Equity,805637.45,0.00014288,,48679.0,66704R704,US66704R7044,BNLYWH2,16.55,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FNFV,IWV,2014-07-31,FIDELITY NATIONAL FINANCIAL INC,Financial Services,Equity,396021.15,7.024e-05,,24045.0,31620R402,US31620R4020,BNBRDC3,16.47,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SSEIQ,IWV,2014-07-31,SEVENTY SEVEN ENERGY INC,Energy,Equity,229458.82,4.07e-05,,9899.0,818097107,US8180971074,BN8KRV2,23.18,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
TAXA,IWV,2014-07-31,LIBERTY TAX INC CLASS A,Consumer Discretionary,Equity,41499.64,7.36e-06,,1183.0,53128T102,US53128T1025,BP7ZY77,35.08,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
-,IWV,2014-07-31,CONTRA FURIEX PHARMACEUTICALS,Health Care,Equity,19400.0,3.44e-06,,1940.0,361CVR996,-,-,10.0,Germany,NASDAQ,USD,1.0,-,,
AST,IWV,2014-07-31,ASTERIAS BIOTHERAPEUTICS INC SERIE,Health Care,Equity,1757.25,3.1e-07,,781.0,04624N107,US04624N1072,BP8GJ18,2.25,United States,Nyse Mkt Llc,USD,1.0,-,,
LTRPA,IWV,2014-08-29,LIBERTY TRIPADVISOR HOLDINGS INC S,Consumer Discretionary,Equity,679272.3,0.00011708,,18990.0,531465102,US5314651028,BQ5BPM6,35.77,United States,NASDAQ,USD,1.0,-,,
ETP,IWV,2014-08-29,ENERGY TRANSFER PARTNERS UNITS,-,Equity,195300.18,3.366e-05,,3399.481,29273R109,US29273R1095,2434793,57.45,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BH/WS,IWV,2014-08-29,BIGLARI HOLDINGS INC-RTS,-,Equity,7963.66,1.37e-06,,361.0,08986R127,US08986R1279,BPFSWF2,22.06,United States,London Stock Exchange,USD,1.0,-,,
AY,IWV,2014-10-31,ATLANTICA SUSTAINABLE INFRASTRUCTU,Utilities,Equity,241930.0,4.1450000000000005e-05,,7444.0,-,GB00BLP5YB54,BLP5YB5,32.5,United Kingdom,NASDAQ,USD,1.0,-,,
2T4,IWV,2014-10-31,TERRAFORM POWER INC CLASS A,Energy,Equity,170987.68,2.929e-05,,6008.0,88104R100,US88104R1005,BP8Y4G2,28.46,United States,Boerse Stuttgart,USD,1.0,-,,
NAO,IWV,2014-10-31,NORDIC AMERICAN OFFSHORE LTD,Producer Durables,Equity,76016.0,1.302e-05,,4751.0,-,MHY6366T1120,BMSJTK5,16.0,Norway,New York Stock Exchange Inc.,USD,1.0,-,,
ZSPH,IWV,2014-10-31,ZS PHARMA INC,Health Care,Equity,67001.22,1.148e-05,,1781.0,98979G105,US98979G1058,BN80240,37.62,United States,NASDAQ,USD,1.0,-,,
FCB,IWV,2014-10-31,FCB FINANCIAL HOLDINGS INC CLASS A,Financial Services,Equity,49227.75,8.43e-06,,2145.0,30255G103,US30255G1031,BPBGHW2,22.95,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TSE,IWV,2014-10-31,TRINSEO,Materials & Processing,Equity,43263.3,7.41e-06,,2994.0,-,LU1057788488,BN65SJ4,14.45,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ZFGN,IWV,2014-10-31,LARIMAR THERAPEUTICS INC,Health Care,Equity,38276.1,6.56e-06,,1797.0,98885E103,US98885E1038,BN898D8,21.3,United States,NASDAQ,USD,1.0,-,,
OCUL,IWV,2014-10-31,OCULAR THERAPEUTIX INC,Health Care,Equity,22889.73,3.92e-06,,1499.0,67576A100,US67576A1007,BNZB1X8,15.27,United States,NASDAQ,USD,1.0,-,,
CCS,IWV,2014-10-31,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,19237.68,3.3e-06,,1041.0,156504300,US1565043007,BN7ZZ47,18.48,United States,New York Stock Exchange Inc.,USD,1.0,-,,
1R3,IWV,2014-10-31,ROKA BIOSCIENCE INC,Health Care,Equity,12929.4,2.22e-06,,1306.0,-,US7754311097,BPCX6H0,9.9,United States,Deutsche Boerse Xetra,USD,1.0,-,,
LOXO,IWV,2014-10-31,LOXO ONCOLOGY INC,Health Care,Equity,10174.97,1.74e-06,,943.0,548862101,US5488621013,BPCX7C2,10.79,United States,NASDAQ,USD,1.0,-,,
LBRDK,IWV,2014-11-28,LIBERTY BROADBAND CORP SERIES C,Consumer Discretionary,Equity,669609.6,0.00011009,,12309.0,530307305,US5303073051,BRTLC06,54.4,United States,NASDAQ,USD,1.0,-,,
AINC,IWV,2014-11-28,ASHFORD INC,Financial Services,Equity,26956.25,4.43e-06,,227.0,044104107,US0441041078,BSJRS58,118.75,United States,Nyse Mkt Llc,USD,1.0,-,,
LPG,IWV,2014-11-28,DORIAN LPG LTD,Producer Durables,Equity,26418.96,4.34e-06,,1944.0,-,MHY2106R1100,BM4QJF5,13.59,United States,New York Stock Exchange Inc.,USD,1.0,-,,
YHOO,IWV,2014-12-31,YAHOO! INC,Information Technology,Equity,13086787.43,0.0020942,13086787.43,259093.0,984332106,US9843321061,2986539,50.51,United States,NASDAQ,USD,1.0,-,,
COV,IWV,2014-12-31,COVIDIEN ORD,Health Care,Equity,12643444.48,0.0020233,12643444.48,123616.0,-,IE00B68SQD29,B68SQD2,102.28,United States,New York Stock Exchange Inc.,USD,1.0,-,,
STJ,IWV,2014-12-31,ST JUDE MEDICAL INC,Health Care,Equity,5040150.15,0.0008066,5040150.15,77505.0,790849103,US7908491035,2767381,65.03,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GGP,IWV,2014-12-31,GENERAL GROWTH PROPERTIES REIT INC,Financials,Equity,4355592.94,0.000697,4355592.94,154838.0,370023103,US3700231034,B56VLR5,28.13,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BF/B,IWV,2014-12-31,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,3688928.64,0.0005903,3688928.64,41996.0,115637209,US1156372096,2146838,87.84,United States,New York Stock Exchange Inc.,USD,1.0,-,,
UA,IWV,2014-12-31,UNDER ARMOUR A INC,Consumer Discretionary,Equity,3216015.6,0.0005146,3216015.6,47364.0,904311107,US9043111072,B0PZN11,67.9,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CAM,IWV,2014-12-31,CAMERON INTERNATIONAL CORP,Energy,Equity,2796400.8,0.0004475,2796400.8,55984.0,13342B105,US13342B1052,2222233,49.95,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TW,IWV,2014-12-31,TOWERS WATSON,Industrials,Equity,2009107.01,0.0003214999999999,2009107.01,17753.0,891894107,US8918941076,B5VW407,113.17,United States,New York Stock Exchange Inc.,USD,1.0,-,,
VAL,IWV,2014-12-31,VALSPAR CORP.,Materials,Equity,2006854.88,0.0003211,2006854.88,23206.0,920355104,US9203551042,2926739,86.48,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HUB.B,IWV,2014-12-31,HUBBELL INC. CL B,Industrials,Equity,1737162.63,0.000278,1737162.63,16261.0,443510201,US4435102011,2442291,106.83,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HPT,IWV,2014-12-31,HOSPITALITY PROPERTIES TRUST REIT,Financials,Equity,1270101.0,0.0002032,1270101.0,40971.0,44106M102,US44106M1027,2438966,31.0,United States,New York Stock Exchange Inc.,USD,1.0,-,,
STR,IWV,2014-12-31,QUESTAR CORP,Utilities,Equity,1207878.4,0.0001933,1207878.4,47780.0,748356102,US7483561020,2717483,25.28,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GXP,IWV,2014-12-31,GREAT PLAINS ENERGY INC.,Utilities,Equity,1192737.03,0.0001909,1192737.03,41983.0,391164100,US3911641005,2483706,28.41,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ULTI,IWV,2014-12-31,ULTIMATE SOFTWARE GROUP INC.,Information Technology,Equity,1171290.07,0.0001874,1171290.07,7978.0,90385D107,US90385D1072,2249964,146.82,United States,NASDAQ,USD,1.0,-,,
RGLD,IWV,2014-12-31,ROYAL GOLD INC.,Materials,Equity,1105463.7,0.0001769,1105463.7,17631.0,780287108,US7802871084,2755706,62.7,United States,NASDAQ,USD,1.0,-,,
ARRS,IWV,2014-12-31,ARRIS GROUP INC.,Information Technology,Equity,1038898.28,0.0001662999999999,1038898.28,34412.0,04270V106,US04270V1061,B9SMM04,30.19,United States,NASDAQ,USD,1.0,-,,
DYN,IWV,2014-12-31,DYNEGY INC.,Utilities,Equity,1023159.2,0.0001637,1023159.2,33712.0,26817R108,US26817R1086,B6TFK30,30.35,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BEE,IWV,2014-12-31,STRATEGIC HOTELS & RESORTS INC.,Financials,Equity,970579.26,0.0001553,970579.26,73362.0,86272T106,US86272T1060,2438654,13.23,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CST,IWV,2014-12-31,CST BRANDS INC.,Consumer Discretionary,Equity,900328.45,0.0001440999999999,900328.45,20645.0,12646R105,US12646R1059,B9GD0X8,43.61,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FNFG,IWV,2014-12-31,FIRST NIAGARA FINANCIAL GROUP INC.,Financials,Equity,812955.48,0.0001301,812955.48,96436.0,33582V108,US33582V1089,2421171,8.43,United States,NASDAQ,USD,1.0,-,,
ENS,IWV,2014-12-31,ENERSYS INC.,Industrials,Equity,811432.84,0.0001298999999999,811432.84,13147.0,29275Y102,US29275Y1029,B020GQ5,61.72,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AHL,IWV,2014-12-31,ASPEN INSURANCE HOLDINGS LTD.,Financials,Equity,794075.34,0.0001271,794075.34,18142.0,G05384105,BMG053841059,2172372,43.77,United States,New York Stock Exchange Inc.,USD,1.0,-,,
